"","filename","model","model_year","vin","price","mileage","color","transmission","engine_displacement","name_seller","street","phone","website"
"639","639.txt"," Lexus IS 250","2008 ","JTHBK262285055361","$14,995","88,524","Exterior: Breakwater Blue MetallicInterior: Cashmere","6-Speed Automatic",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"640","640.txt"," Chevrolet Camaro 1LT","2012 ","2G1FB1E36C9174641","$18,995","49,225","Exterior: Silver Ice MetallicInterior: Black",NA,NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"641","641.txt"," Lexus IS 350","2008 ","JTHBE262482014013","$17,495","89,450","Exterior: Glacier Frost MicaInterior: Black","6-Speed Automatic",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"642","642.txt"," Ford Mustang V6 Premium Coupe","2005 ","1ZVFT80N555154304","$7,995","124,302","Exterior: GoldInterior: Beige","Automatic","4.0","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"643","643.txt"," Dodge Caliber R","2008 ","1B3HB78K38D726453","$10,495","45,112","Exterior: Brilliant Black Crystal PrlInterior: Dark Slate Gray",NA,NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"644","644.txt"," Nissan Versa S","2012 ","3N1BC1CP3CK204581","$8,795","88,267","Exterior: Fresh PowderInterior: Charcoal","4-Speed Automatic",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"645","645.txt"," Hyundai Elantra GLS","2007 ","KMHDU46D07U200771","$9,795","84,463","Exterior: Redfire PearlInterior: Beige","4-Speed Automatic w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"646","646.txt"," Ford Focus SE","2005 ","1FAFP34N25W268362","$6,995","61,641","Exterior: Light Tundra MetallicInterior: Dk","4-Speed Automatic w",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"647","647.txt"," Ford Focus SE","2005 ","1FAFP34N25W268362","$6,995","61,641","Exterior: Light Tundra MetallicInterior: Dk","4-Speed Automatic w",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"648","648.txt"," Dodge Grand Caravan SXT","2008 ","2D8HN54P78R705857","$9,795","101,954","Exterior: Bright Silver MetallicInterior: Md Slate","6-Speed Automatic",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"649","649.txt"," Lexus IS IS 250 6-Speed Sequential","2007 ","JTHBK262172026756","$11,995","138,110","Exterior: GreenInterior: Gray","Automatic","2.5","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"650","650.txt"," Chevrolet Camaro 2LT","2011 ","2G1FC1ED8B9182874","$15,495","102,938","Exterior: Red Jewel TintcoatInterior: Black","6-Speed Automatic w",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"651","651.txt"," Dodge Charger SE","2014 ","2C3CDXBG0EH241102","$18,995","29,462","Exterior: Bright White ClearcoatInterior: Black","5-Speed Automatic w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"652","652.txt"," Honda Accord Sdn EX","1997 ","1HGCD5654VA259742","$3,695","165,085","Exterior: Eucalyptus Green PearlInterior: Ivory","4-Speed Automatic Electronic",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"653","653.txt"," BMW 7 Series 750Li","2006 ","WBAHN83516DT33915","$13,495","99,562","Exterior: Michigan Blue MetallicInterior: Black","6-Speed Automatic w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"654","654.txt"," Honda Odyssey Touring w","2005 ","5FNRL38845B070135","$7,995","165,023","Exterior: SilverInterior: Black","Automatic","3.5","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"655","655.txt"," Chevrolet Tahoe LT 2WD","2015 ","1GNSCBKC2FR256011","$41,995","41,965","Exterior: SilverInterior: Black","Automatic","5.3","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"656","656.txt"," Toyota Sequoia SR5 2WD","2003 ","5TDZT34A23S176648","$7,995","172,847","Exterior: GoldInterior: Beige","Automatic","4.7","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"657","657.txt"," Mercedes-Benz C230 ","2007 ","WDBRF52H57F924509","$11,977","87,257","Exterior: GrayInterior: Black","Automatic","2.5","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"658","658.txt"," BMW 328i 328i","2009 ","WBAWB33539P138016","$17,577","64,379","Exterior: RedInterior: Black","Automatic","3.0","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"659","659.txt"," HUMMER H2 SUT ","2005 ","5GRGN22U55H107953","$35,977","40,674","Exterior: BlackInterior: Tan","Automatic",NA,"Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"660","660.txt"," Lincoln MKS Ultimate","2011 ","1LNHL9DR6BG602883","$25,977","26,704","Exterior: WhiteInterior: Tan","Automatic","3.7","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"661","661.txt"," Kia Soul Exclaim","2014 ","KNDJX3A57E7710524","$22,577","16,955","Exterior: GreenInterior: Black","Automatic","2.0","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"662","662.txt"," Scion tC 10 ","2014 ","JTKJF5C7XE3072475","$18,577","11,993","Exterior: GrayInterior: Black","Automatic","2.5","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"663","663.txt"," Lexus GS 350 ","2007 ","JTHBE96S870021601","$16,977","94,031","Exterior: TealInterior: Tan","Automatic","3.5","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"664","664.txt"," Lexus GS 350 ","2009 ","JTHBE96S390045601","$24,977","53,257","Exterior: SilverInterior: Black","Automatic","3.5","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"665","665.txt"," Jeep Wrangler Unlimited Sahara","2008 ","1J8GA59118L549567","$23,977","74,087","Exterior: BlueInterior: Gray","Automatic","3.8","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"666","666.txt"," Mercedes-Benz S550 AMG Sport","2011 ","WDDNG7BB2BA409810","$46,977","49,571","Exterior: BlackInterior: Tan","Automatic","5.5","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"667","667.txt"," Cadillac Escalade ","2007 ","1GYFK63817R328651","$27,577","70,120","Exterior: BlackInterior: Black","Automatic",NA,"Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"668","668.txt"," Jeep Grand Cherokee Limited","2014 ","1C4RJFBG3EC469283","$32,577","30,323","Exterior: SilverInterior: Black","Automatic",NA,"Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"669","669.txt"," Chevrolet Camaro ZL1","2013 ","2G1FL3DP4D9803117","$55,977","2,742","Exterior: BlackInterior: Black","Automatic",NA,"Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"670","670.txt"," Land Rover Range Rover SC","2007 ","SALMF13467A241112","$24,977","71,052","Exterior: GrayInterior: Black","Automatic","4.2","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"671","671.txt"," Audi S4 Premium Plus","2014 ","WAUBGAFL4EA076993","$44,577","19,352","Exterior: OrangeInterior: Black","Automatic","3.0","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"672","672.txt"," Ford Expedition EL ","2008 ","1FMFK17548LA10967","$19,977","59,743","Exterior: BlackInterior: Black","Automatic","5.4","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"673","673.txt"," Cadillac Escalade ","2011 ","1GYS4CEF9BR313682","$43,977","53,161","Exterior: WhiteInterior: Tan","Automatic",NA,"Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"674","674.txt"," Mercedes-Benz S550 ","2008 ","WDDNG71X28A152847","$25,977","105,480","Exterior: BlackInterior: Black","Automatic","5.5","Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"675","675.txt"," Chevrolet Corvette ","2004 ","1G1YY22G945102920","$20,977","44,751","Exterior: SilverInterior: Black","Automatic",NA,"Cartwright Motors ","4956 Paradise Rd Las Vegas, NV 89119","(702) 847-7760","www.cartwrightmotors.com"
"676","676.txt"," Jeep Liberty Sport 2WD","2006 ","1J4GK48K66W258688","$6,995","99,163","Exterior: SilverInterior: Gray","Automatic","3.7","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"677","677.txt"," Jeep Grand Cherokee Rocky Mountain Edition 4WD","2005 ","1J4GR48K75C711423","$8,995","118,972","Exterior: BlueInterior: Gray","Automatic","3.7","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"678","678.txt"," Chevrolet Impala LT","2009 ","2G1WT57N791167322","$9,995","120,629","Exterior: SilverInterior: Gray","Automatic","3.5","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"679","679.txt"," Nissan Altima 2.5 S","2014 ","1N4AL3AP3EC273406","$15,795","36,597","Exterior: Brilliant Silver MetallicInterior: Charcoal","1-Speed CVT w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"680","680.txt"," Mercedes-Benz SL-Class","2003 ","WDBSK75F13F010156","$17,995","70,335","Exterior: Desert Silver MetallicInterior: Charcoal","5-Speed Automatic w",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"681","681.txt"," Pontiac Vibe","2003 ","5Y2SM62883Z424321","$6,995","79,151","Exterior: Salsa Dark RedInterior: Graphite","4-Speed Automatic",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"682","682.txt"," Chevrolet Malibu","2003 ","1G1ND52JX3M508219","$5,995","110,278","Exterior: Light Driftwood MetallicInterior: Neutral","4-Speed Automatic w",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"683","683.txt"," Nissan Xterra SE S","2003 ","5N1MD28YX3C646091","$5,995","158,784","Exterior: BrownInterior: Gray","Automatic","3.3","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"684","684.txt"," GMC Acadia SLT","2007 ","1GKER23797J145191","$11,995","123,746","Exterior: Liquid Silver MetallicInterior: Light Titanium","6-Speed Automatic",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"685","685.txt"," Ford Escape XLS","2011 ","1FMCU0C73BKC53620","$12,995","69,239","Exterior: Steel Blue MetallicInterior: Stone","6-Speed Automatic",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"686","686.txt"," Nissan Sentra 2.0","2010 ","3N1AB6AP4AL683955","$9,795","74,284","Exterior: Brilliant SilverInterior: Charcoal","1-Speed CVT",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"687","687.txt"," Saturn Aura XE","2008 ","1G8ZS57B18F225584","$7,795","88,817","Exterior: Carbon FlashInterior: Gray","6-Speed Automatic",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"688","688.txt"," Saturn Aura XE","2008 ","1G8ZS57B18F225584","$7,795","88,817","Exterior: Carbon FlashInterior: Gray","6-Speed Automatic",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"689","689.txt"," Chevrolet Impala LT","2011 ","2G1WG5EK1B1244978","$10,995","80,486","Exterior: SilverInterior: Gray","Automatic","3.5","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"690","690.txt"," Ford Focus SES","2005 ","1FAHP36N35W153999","$4,995","116,920","Exterior: Arizona Beige MetallicInterior: Dk","4-Speed Automatic w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"691","691.txt"," Nissan Sentra 2.0","2010 ","3N1AB6AP4AL683955","$9,795","74,284","Exterior: Brilliant SilverInterior: Charcoal","1-Speed CVT",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"692","692.txt"," Ford Taurus SE","2005 ","1FAHP53U75A163570","$5,995","95,585","Exterior: Arizona Beige MetallicInterior: Medium","4-Speed Automatic w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"693","693.txt"," Infiniti G35 Sedan Base","2008 ","JNKBV61E18M201979","$13,995","96,931","Exterior: Black ObsidianInterior: Stone","5-Speed Automatic w",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"694","694.txt"," Porsche Boxster","2001 ","WP0CA29821U624312","$10,795","65,595","Exterior: Speed YellowInterior: Black","5-Speed Manual",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"695","695.txt"," Ford Expedition XLT Sport 2WD","2006 ","1FMPU15596LA50010","$7,995","127,787","Exterior: RedInterior: Beige","Automatic","5.4","Latino Auto Sales ","2527 Fremont St Las Vegas, NV 89104","(702) 728-4939","latinoautosaleslv.com"
"696","696.txt"," Honda Civic Cpe EX","2011 ","2HGFG1B81BH503633","$12,495","47,413","Exterior: Alabaster Silver MetallicInterior: Gray","5-Speed Automatic",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"697","697.txt"," Mercedes-Benz SL-Class","2003 ","WDBSK75F13F010156","$17,995","70,335","Exterior: Desert Silver MetallicInterior: Charcoal","5-Speed Automatic w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"698","698.txt"," Porsche Boxster","2001 ","WP0CA29821U624312","$10,795","65,595","Exterior: Speed YellowInterior: Black","5-Speed Manual",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"699","699.txt"," Mercedes-Benz E-Class Luxury 3.5L","2008 ","WDBUF56X88B213732","$11,995","119,355","Exterior: Arctic WhiteInterior: Ash","7-Speed Automatic w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"700","700.txt"," Nissan Sentra 2.0","2011 ","3N1AB6APXBL713915","$9,995","66,704","Exterior: Magnetic GrayInterior: Charcoal","1-Speed CVT",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"701","701.txt"," Ford Taurus SE","2005 ","1FAHP53U75A163570","$5,995","95,585","Exterior: Arizona Beige MetallicInterior: Medium","4-Speed Automatic w",NA,"Reliable Automotive Group ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 529-0845","www.reliablenv.com"
"702","702.txt"," Infiniti G37 Coupe Base","2008 ","JNKCV64E28M110302","$14,995","96,503","Exterior: Platinum GraphiteInterior: Stone","5-Speed Automatic w",NA,"Reliable Auto Sales ","2575 E Sahara Ave Las Vegas, NV 89104","(702) 789-6476","www.reliablenv.com"
"703","703.txt"," Chevrolet Colorado Work Truck 2WD","2008 ","1GCCS149488181235","$4,500","82,339","Exterior: WhiteInterior: Gray","Automatic","2.9","Brooklyn Auto Sales ","670 Coney Island Ave Brooklyn, NY 11218","(347) 507-2791","brooklynautoonline.com"
"704","704.txt"," Nissan Altima 2.5","2012 ","1N4AL2AP1CN483806","$6,999","46,019","Exterior: WhiteInterior: Tan","Automatic","2.5","USA 1 Auto Sales ","12047 Flatlands Ave Brooklyn, NY 11207","(718) 395-5561","usa1nyc.com"
"705","705.txt"," Nissan Altima 2.5 S","2009 ","1N4AL21E69C145577","$4,999","104,490","Exterior: GoldInterior: Beige","Automatic","2.5","D&A Guaranteed Auto Sales ","2417 Linden Blvd Brooklyn, NY 11208","(347) 694-4499","dandaguaranteedautosales.com/"
"706","706.txt"," GMC Envoy XL SLT 4WD NO CREDIT CHECK REQUIRED","2004 ","1GKET16S346101004",NA,"111,210","Exterior: GrayInterior: 2-tone Gray Leather","Automatic",NA,"Auto City International ","450 Utica Ave Brooklyn, NY 11203","(718) 395-6170","autocityinternational.com"
"707","707.txt"," Ford Expedition Eddie Bauer 4WD 4dr SUV","2003 ","1FMFU18LX3LA70297","$7,500",NA,"Exterior: greenInterior: Black","Automatic 4-Speed",NA,"Daytona Auto Sales ","242 Us Highway 46 Little Ferry, NJ 07643","(201) 425-6546","daytona46.com"
"708","708.txt"," Land Rover Range Rover HSE BLACK ON BLACK","2007 ","SALME15407A248217","$14,999","98,655","Exterior: BlackInterior: Black","Automatic","4.4","Brooklyn Auto Sales ","670 Coney Island Ave Brooklyn, NY 11218","(347) 507-2791","brooklynautoonline.com"
"709","709.txt"," Infiniti FX FX35 AWD","2009 ","JNRAS18W99M154368","$8,999","112,477","Exterior: BlackInterior: Black","Automatic","3.5","D&A Guaranteed Auto Sales ","2417 Linden Blvd Brooklyn, NY 11208","(347) 694-4499","dandaguaranteedautosales.com/"
"710","710.txt"," Infiniti G35 x AWD","2008 ","JNKBV61F18M269515","$7,999","106,932","Exterior: Blue","Automatic","3.5","USA 1 Auto Sales ","12047 Flatlands Ave Brooklyn, NY 11207","(718) 395-5561","usa1nyc.com"
"711","711.txt"," Dodge Charger Base AWD 4dr Sedan","2007 ","2B3LK43G87H679045","$7,999","134,686","Exterior: BLUE","Automatic 5-Speed",NA,"Mount Eden Motor Inc ","28 W Mount Eden Ave Bronx, NY 10452","(718) 395-2844","www.mountedenmotors.net"
"712","712.txt"," Dodge Ram Pickup 1500 SLT 4x4 4dr Quad Cab 6.3 ft. SB","2009 ","1D3HV18P39S781455","$13,995","128,676","Exterior: BURGUNDYInterior: BLACK ","Automatic 5-Speed",NA,"GT Motors ","149 Morris St Morristown, NJ 07960","(973) 846-4280","gtmotorsnj.com"
"713","713.txt"," Ford E-Series Van E-250 CARGO VAN BINS","2005 ","1FTNE24W85HA44483","$5,999","123,902","Exterior: BlueInterior: Gray","Automatic","4.6","Brooklyn Auto Sales ","670 Coney Island Ave Brooklyn, NY 11218","(347) 507-2791","brooklynautoonline.com"
"714","714.txt"," Mercedes-Benz C-Class C300 4MATIC Sport Sedan","2012 ","WDDGF8BB9CR228143","$16,999","36,226","Exterior: BlueInterior: Beige","Automatic","3.0","D&A Guaranteed Auto Sales ","2417 Linden Blvd Brooklyn, NY 11208","(347) 694-4499","dandaguaranteedautosales.com/"
"715","715.txt"," Nissan Maxima SV","2009 ","1N4AA51E89C846774","$7,999","115,227","Exterior: White","Automatic","3.5","USA 1 Auto Sales ","12047 Flatlands Ave Brooklyn, NY 11207","(718) 395-5561","usa1nyc.com"
"716","716.txt"," Chevrolet TrailBlazer LS BUY HERE-PAY HERE","2006 ","1GNDT13S462987123",NA,"122,015","Exterior: Burgandy","Automatic 4-Speed",NA,"Auto City International ","450 Utica Ave Brooklyn, NY 11203","(718) 395-6170","autocityinternational.com"
"717","717.txt"," Infiniti G35 Base 2dr Coupe ","2007 ","JNKCV54E67M905748",NA,NA,"Exterior: whiteInterior: Gray","Automatic 5-Speed",NA,"Daytona Auto Sales ","242 Us Highway 46 Little Ferry, NJ 07643","(201) 425-6546","daytona46.com"
"718","718.txt"," Nissan Altima 2.5","2010 ","1N4AL2AP0AN553535","$3,999","119,149","Exterior: Light BlueInterior: Gray","Automatic","2.5","D&A Guaranteed Auto Sales ","2417 Linden Blvd Brooklyn, NY 11208","(347) 694-4499","dandaguaranteedautosales.com/"
"719","719.txt"," Mazda Protege MP3 LIMITED EDITION MAZDA SPEED","2001 ","JM1BJ227110432545","$3,999","87,226","Exterior: BlueInterior: Gray","5 Speed","2.0","Brooklyn Auto Sales ","670 Coney Island Ave Brooklyn, NY 11218","(347) 507-2791","brooklynautoonline.com"
"720","720.txt"," Volkswagen Jetta S 4dr Sedan 6A","2009 ","3VWJM71K09M091585","$7,495","100,593","Exterior: WHITEInterior: BLACK ","Automatic 6-Speed",NA,"GT Motors ","149 Morris St Morristown, NJ 07960","(973) 846-4280","gtmotorsnj.com"
"721","721.txt"," BMW X5 3.0i AWD 4dr SUV","2006 ","5UXFA13516LY40461","$8,999","168,288","Exterior: black","Automatic 5-Speed",NA,"Mount Eden Motor Inc ","28 W Mount Eden Ave Bronx, NY 10452","(718) 395-2844","www.mountedenmotors.net"
"722","722.txt"," Jeep Grand Cherokee Laredo 4WD","2006 ","1J4GR48K16C177661","$4,995","104,380","Exterior: BlackInterior: Gray","Automatic","3.7","D&A Guaranteed Auto Sales ","2417 Linden Blvd Brooklyn, NY 11208","(347) 694-4499","dandaguaranteedautosales.com/"
"723","723.txt"," Nissan Maxima SV","2009 ","1N4AA51EX9C816630","$7,999","127,233","Exterior: Black","Automatic","3.5","USA 1 Auto Sales ","12047 Flatlands Ave Brooklyn, NY 11207","(718) 395-5561","usa1nyc.com"
"724","724.txt"," GMC Savana G3500 Cargo LOW MILES 66K MILES CLEAN","2010 ","1GT2GTBG7A1109731","$14,999","66,639","Exterior: RedInterior: Gray","Automatic","6.0","Brooklyn Auto Sales ","670 Coney Island Ave Brooklyn, NY 11218","(347) 507-2791","brooklynautoonline.com"
"725","725.txt"," Infiniti QX56 AWD","2006 ","5N3AA08C96N814825","$7,999","98,477","Exterior: SilverInterior: Black","Automatic","5.6","D&A Guaranteed Auto Sales ","2417 Linden Blvd Brooklyn, NY 11208","(347) 694-4499","dandaguaranteedautosales.com/"
"726","726.txt"," Nissan Pathfinder LE 4WD","2005 ","5N1AR18WX5C721405","$3,999","118,026","Exterior: GrayInterior: Black","Automatic","3.5","D&A Guaranteed Auto Sales ","2417 Linden Blvd Brooklyn, NY 11208","(347) 694-4499","dandaguaranteedautosales.com/"
"727","727.txt"," Infiniti QX80 4WD 4dr LOADED","2014 ","JN8AZ2NE3E9061795","$44,890","51,938","Exterior: Black ObsidianInterior: Graphite","Automatic","5.6","Xtreme Auto Sales ","150","(718) 593-4096","www.xtremeautosalesny.com/"
"728","728.txt"," Ford E-Series Van E150 Extended 11 PASSENGER VAN HIGH TOP COACH LIMO","2011 ","1FTNS1EL5BDA14562","$15,999","103,551","Exterior: BlackInterior: Black","Automatic","5.4","Brooklyn Auto Sales ","670 Coney Island Ave Brooklyn, NY 11218","(347) 507-2791","brooklynautoonline.com"
"729","729.txt"," Infiniti G37 Sedan 4dr x AWD LOADED","2012 ","JN1CV6AR1CM975847","$17,290","38,078","Exterior: Moonlight WhiteInterior: Stone","Automatic","3.7","Xtreme Auto Sales ","150","(718) 593-4096","www.xtremeautosalesny.com/"
"730","730.txt"," Ford Explorer XLT 4.0L 4WD","2006 ","1FMEU73E06ZA26933","$3,995","99,805","Exterior: BlackInterior: Black","Automatic","4.0","Lenden Used Cars ","670 Powell St Brooklyn, NY 11212","(347) 983-9564","www.lendenusedcarsales.com"
"731","731.txt"," Lexus RX 400h AWD","2006 ","JTJHW31U460012386","$6,999","122,670","Exterior: Gray","Automatic","3.3","USA 1 Auto Sales ","12047 Flatlands Ave Brooklyn, NY 11207","(718) 395-5561","usa1nyc.com"
"732","732.txt"," Nissan Maxima 4dr Sdn V6 CVT 3.5 SV w","2012 ","1N4AA5AP4CC814476","$15,990","31,533","Exterior: Brilliant Silver MetallicInterior: Charcoal","Automatic","3.5","Xtreme Auto Sales ","150","(718) 593-4096","www.xtremeautosalesny.com/"
"733","733.txt"," Toyota Sienna XLE Limited 7 Passenger AWD 4dr Mini Van","2004 ","5TDBA22C24S006720","$7,495","166,510","Exterior: white","Automatic 5-Speed",NA,"Mount Eden Motor Inc ","28 W Mount Eden Ave Bronx, NY 10452","(718) 395-2844","www.mountedenmotors.net"
"734","734.txt"," Nissan Altima 2.5 SL","2002 ","1N4AL11DX2C147887","$1,500","130,000","Exterior: GoldInterior: Beige","Automatic","2.5","D&A Guaranteed Auto Sales ","2417 Linden Blvd Brooklyn, NY 11208","(347) 694-4499","dandaguaranteedautosales.com/"
"735","735.txt"," Chevrolet Astro Cargo Van 2WD HIGH TOP CONVERSION PASSENGER VAN","2002 ","1GBDM19X22B100639","$4,999","138,201","Exterior: GrayInterior: Tan","Automatic","4.3","Brooklyn Auto Sales ","670 Coney Island Ave Brooklyn, NY 11218","(347) 507-2791","brooklynautoonline.com"
"736","736.txt"," Nissan Rogue AWD 4dr SV","2012 ","JN8AS5MV1CW354147","$11,890","39,363","Exterior: Brilliant SilverInterior: Black","Automatic","2.5","Xtreme Auto Sales ","150","(718) 593-4096","www.xtremeautosalesny.com/"
"737","737.txt"," Ford Explorer XLT 4.0L 4WD","2006 ","1FMEU73E86UA13022","$3,999","186,000","Exterior: SilverInterior: Gray","Automatic","4.0","Lenden Used Cars ","670 Powell St Brooklyn, NY 11212","(347) 983-9564","www.lendenusedcarsales.com"
"738","738.txt"," Ford Edge SE FWD","2008 ","2FMDK36C38BA19159","$4,999","103,330","Exterior: Black","Automatic","3.5","USA 1 Auto Sales ","12047 Flatlands Ave Brooklyn, NY 11207","(718) 395-5561","usa1nyc.com"
"739","739.txt"," Nissan Maxima 4dr Sdn V6 CVT 3.5 SV","2012 ","1N4AA5AP2CC816470","$13,290","45,815","Exterior: Ocean Gray MetallicInterior: Charcoal","Automatic","3.5","Xtreme Auto Sales ","150","(718) 593-4096","www.xtremeautosalesny.com/"
